plid,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,latLong,variableData,badgeInfo,buildingName,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,rentalMarketingSubType,marketingTreatments,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,availabilityDate,visited,info3String,streetViewURL,streetViewMetadataURL
,https://photos.zillowstatic.com/fp/a8f0bce227ffa0fc3143960ac66b6d9e-p_e.jpg,True,/homedetails/1716-Boylston-Ave-306-Seattle-WA-98122/2072707646_zpid/,FOR_RENT,Apartment for rent,"$1,375/mo","1716 Boylston Ave #306, Seattle, WA 98122",,,,,"{'latitude': 47.617046, 'longitude': -122.32311}","{'type': 'TIME_ON_INFO', 'text': '12 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,False,False,,False,1106780000,,unknown,['zillowRentalManager'],2072707646,ForRent,For Rent,$1.4K,1.0,1.0,700.0,"{'homeInfo': {'zpid': 2072707646, 'streetAddress': '1716 Boylston Ave #306', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.617046, 'longitude': -122.32311, 'price': 1375.0, 'datePriceChanged': 1736755200000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 700.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1610, 'listing_sub_type': {}, 'priceReduction': '$20 (Jan 13)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1375.0, 'priceChange': -20, 'timeOnZillow': 1106780000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 306', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/244fa572dddcc3db6b17b5ee0734581d-p_e.jpg,True,/homedetails/1716B-Boylston-Ave-306-Seattle-WA-98122/443197338_zpid/,FOR_RENT,Apartment for rent,"$1,350/mo","1716B Boylston Ave #306, Seattle, WA 98122",,,,,"{'latitude': 47.613617, 'longitude': -122.3234}","{'type': 'TIME_ON_INFO', 'text': '2 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,False,False,,False,249710000,,unknown,['zillowRentalManager'],443197338,ForRent,For Rent,$1.4K,1.0,1.0,675.0,"{'homeInfo': {'zpid': 443197338, 'streetAddress': '1716B Boylston Ave #306', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.613617, 'longitude': -122.3234, 'price': 1350.0, 'datePriceChanged': 1737619200000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 675.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$25 (Jan 23)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1350.0, 'priceChange': -25, 'timeOnZillow': 249710000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 306', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/cbfed33a9cdbf5111f4492a299f0dabe-p_e.jpg,True,/homedetails/516-Bellevue-Ave-E-APT-303-Seattle-WA-98102/2094981717_zpid/,FOR_RENT,Apartment for rent,"$1,395/mo","516 Bellevue Ave E APT 303, Seattle, WA 98102",,,,,"{'latitude': 47.62363, 'longitude': -122.32623}","{'type': 'TIME_ON_INFO', 'text': '47 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,False,False,,False,4119396000,,unknown,['zillowRentalManager'],2094981717,ForRent,For Rent,$1.4K,1.0,1.0,660.0,"{'homeInfo': {'zpid': 2094981717, 'streetAddress': '516 Bellevue Ave E APT 303', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62363, 'longitude': -122.32623, 'price': 1395.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 660.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1706, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1395.0, 'timeOnZillow': 4119396000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 303', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
40ufwjypyrkxt,https://photos.zillowstatic.com/fp/e30e9bdac5d9dd43d957cb0fd6d46c49-p_e.jpg,True,/b/414-belmont-ave-e-seattle-wa-9VWLWF/,FOR_RENT,For Rent,"$1,625+/mo","414 Belmont Ave E, Seattle, WA",1.0,1.0,675.0,2118662844.0,"{'latitude': 47.622482, 'longitude': -122.3237}","{'type': 'TIME_ON_INFO', 'text': '167 days ago'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",,47.622482--122.3237,True,False,False,False,False,False,False,,False,14512928000,3.0,unknown,['zillowRentalManager'],,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/f2204faffb43671d377a70e866cf79a5-p_e.jpg,True,/homedetails/709-E-Aloha-St-APT-3-Seattle-WA-98102/440455036_zpid/,FOR_RENT,Apartment for rent,"$1,595/mo","709 E Aloha St APT 3, Seattle, WA 98102",,,,,"{'latitude': 47.62662, 'longitude': -122.32309}","{'type': 'TIME_ON_INFO', 'text': '18 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,False,False,,False,1563613000,,unknown,['zillowRentalManager'],440455036,ForRent,For Rent,$1.6K,1.0,1.0,700.0,"{'homeInfo': {'zpid': 440455036, 'streetAddress': '709 E Aloha St APT 3', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62662, 'longitude': -122.32309, 'price': 1595.0, 'datePriceChanged': 1736841600000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 700.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$30 (Jan 14)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1595.0, 'priceChange': -30, 'timeOnZillow': 1563613000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 3', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/c35ff4f182f464b92f1a42a22f77296a-p_e.jpg,True,/b/1338-lakeview-triplex-seattle-wa-9VWK9b/,FOR_RENT,Apartment for rent,"$1,800/mo","1338 Lakeview Blvd E APT 2, Seattle, WA 98102",,,,,"{'latitude': 47.631996, 'longitude': -122.32356}","{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,120610000,,unknown,"['multiFamilySalesListing', 'paidOrUnpaidMultifamily']",2055796204,ForRent,For Rent,$1.8K,1.0,1.0,400.0,"{'homeInfo': {'zpid': 2055796204, 'streetAddress': '1338 Lakeview Blvd E APT 2', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.631996, 'longitude': -122.32356, 'price': 1800.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 400.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1800.0, 'timeOnZillow': 120610000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 2', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-04 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/9079f2072684c626afdeba3fc76775eb-p_e.jpg,True,/homedetails/2234-Eastlake-Ave-E-FLOOR-3-Seattle-WA-98102/2054499283_zpid/,FOR_RENT,Apartment for rent,"$2,450/mo","2234 Eastlake Ave E FLOOR 3, Seattle, WA 98102",,,,,"{'latitude': 47.639233, 'longitude': -122.32553}","{'type': 'TIME_ON_INFO', 'text': '66 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,False,False,,False,5732781000,,unknown,['zillowRentalManager'],2054499283,ForRent,For Rent,$2.5K,2.0,2.0,895.0,"{'homeInfo': {'zpid': 2054499283, 'streetAddress': '2234 Eastlake Ave E FLOOR 3', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.639233, 'longitude': -122.32553, 'price': 2450.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 895.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2450.0, 'timeOnZillow': 5732781000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Floor 3', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/a0586371c28d277cd312279834d94ea0-p_e.jpg,True,/b/sir-galahad-seattle-wa-5bm9WF/,FOR_RENT,Apartment for rent,"$2,295/mo","903 Bellevue Pl E APT 303, Seattle, WA 98102",,,,,"{'latitude': 47.627224, 'longitude': -122.32648}","{'type': 'TIME_ON_INFO', 'text': '8 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,739032000,,unknown,"['multiFamilySalesListing', 'paidOrUnpaidMultifamily']",444582273,ForRent,For Rent,$2.3K,1.0,1.0,900.0,"{'homeInfo': {'zpid': 444582273, 'streetAddress': '903 Bellevue Pl E APT 303', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.627224, 'longitude': -122.32648, 'price': 2295.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 900.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2295.0, 'timeOnZillow': 739032000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 303', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-03-01 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/847305038bdf04c404e9c9dcc34c902c-p_e.jpg,True,/b/briar-crest-apartments-seattle-wa-5XpTJh/,FOR_RENT,Apartment for rent,"$1,995/mo","1103 E Republican St APT 3, Seattle, WA 98102",,,,,"{'latitude': 47.622955, 'longitude': -122.31759}","{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,322072000,,unknown,"['multiFamilySalesListing', 'paidOrUnpaidMultifamily']",445963992,ForRent,For Rent,$2.0K,1.0,1.0,680.0,"{'homeInfo': {'zpid': 445963992, 'streetAddress': '1103 E Republican St APT 3', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.622955, 'longitude': -122.31759, 'price': 1995.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 680.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1995.0, 'timeOnZillow': 322072000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 3', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-03-01 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/ad948ace68103f60f6429ef8b940fa2f-p_e.jpg,True,/b/the-nordic-seattle-wa-5jDzqx/,FOR_RENT,Apartment for rent,"$1,800/mo","2037 Boylston Ave E #C, Seattle, WA 98102",,,,,"{'latitude': 47.63792, 'longitude': -122.323814}","{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,120357000,,unknown,"['multiFamilySalesListing', 'paidOrUnpaidMultifamily']",351472124,ForRent,For Rent,$1.8K,1.0,1.0,600.0,"{'homeInfo': {'zpid': 351472124, 'streetAddress': '2037 Boylston Ave E #C', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.63792, 'longitude': -122.323814, 'price': 1800.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1800.0, 'timeOnZillow': 120357000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# C', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-10 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/926a80d23980d42298f151b8aa098027-p_e.jpg,True,/b/ban-banbury-arms-apartments-seattle-wa-5Ypryt/,FOR_RENT,Apartment for rent,"$2,145/mo","1000 E Aloha St APT 1, Seattle, WA 98102",,,,,"{'latitude': 47.627018, 'longitude': -122.31988}","{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,308061000,,unknown,"['multiFamilySalesListing', 'paidOrUnpaidMultifamily']",2098302349,ForRent,For Rent,$2.1K,2.0,1.0,725.0,"{'homeInfo': {'zpid': 2098302349, 'streetAddress': '1000 E Aloha St APT 1', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.627018, 'longitude': -122.31988, 'price': 2145.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 725.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2256, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2145.0, 'timeOnZillow': 308061000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 1', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/6adba4cb4c751e2fc19e7cbbeac35ff7-p_e.jpg,True,/homedetails/403-13th-Ave-E-UNIT-1-2A-Seattle-WA-98102/444154221_zpid/,FOR_RENT,Townhouse for rent,"$2,700/mo","403 13th Ave E UNIT 1-2A, Seattle, WA 98102",,,,,"{'latitude': 47.621986, 'longitude': -122.31591}","{'type': 'TIME_ON_INFO', 'text': '10 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,False,False,,False,940693000,,unknown,,444154221,ForRent,For Rent,$2.7K,1.0,1.0,555.0,"{'homeInfo': {'zpid': 444154221, 'streetAddress': '403 13th Ave E UNIT 1-2A', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.621986, 'longitude': -122.31591, 'price': 2700.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 555.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 378200, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2700.0, 'timeOnZillow': 940693000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Unit 1-2A', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-01 00:00:00,False,,,
2r1q1gkhd49xt,https://photos.zillowstatic.com/fp/f134a598f88a5e273fbd0eed45d68d90-p_e.jpg,True,/b/annaron-apartments-seattle-wa-9gnrvh/,FOR_RENT,Annaron Apartments,"$1,795+/mo","1727 14th Ave, Seattle, WA",1.0,1.0,600.0,2172136469.0,"{'latitude': 47.6172, 'longitude': -122.31456}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Annaron Apartments,47.6172--122.31456,True,True,False,False,False,True,False,,False,741747000,2.0,unknown,"['multiFamilySalesListing', 'paidOrUnpaidMultifamily']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/1be64d191ff5156ffeb328ceb5ac7125-p_e.jpg,True,/b/highland-apartments-seattle-wa-9VWM84/,FOR_RENT,Apartment for rent,"$4,295/mo","931 11th Ave E #H, Seattle, WA 98102",,,,,"{'latitude': 47.62772, 'longitude': -122.318375}","{'type': 'TIME_ON_INFO', 'text': '10 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,912466000,,unknown,"['multiFamilySalesListing', 'paidOrUnpaidMultifamily']",444281472,ForRent,For Rent,$4.3K,2.0,1.0,1385.0,"{'homeInfo': {'zpid': 444281472, 'streetAddress': '931 11th Ave E #H', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62772, 'longitude': -122.318375, 'price': 4295.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 1385.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4295.0, 'timeOnZillow': 912466000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# H', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-15 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/7259ccef4632bc8cfc65ae9d9151606d-p_e.jpg,True,/apartments/seattle-wa/dub-dublin-apartments/5hXpvt/,FOR_RENT,Apartment for rent,"$1,795/mo","1052 E Thomas St APT 17, Seattle, WA 98102",,,,,"{'latitude': 47.621323, 'longitude': -122.31861}","{'type': 'TIME_ON_INFO', 'text': '15 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1359396000,,unknown,"['multiFamilySalesListing', 'paidOrUnpaidMultifamily']",2088718410,ForRent,For Rent,$1.8K,1.0,1.0,790.0,"{'homeInfo': {'zpid': 2088718410, 'streetAddress': '1052 E Thomas St APT 17', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.621323, 'longitude': -122.31861, 'price': 1795.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 790.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1688, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1795.0, 'timeOnZillow': 1359396000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 17', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-05-10 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/847305038bdf04c404e9c9dcc34c902c-p_e.jpg,True,/b/crest-apartments-seattle-wa-CctX2G/,FOR_RENT,Apartment for rent,"$1,895/mo","1105-1107 E Republican St #A, Seattle, WA 98102",,,,,"{'latitude': 47.62311, 'longitude': -122.31729}","{'type': 'TIME_ON_INFO', 'text': '18 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1617000000,,unknown,"['multiFamilySalesListing', 'paidOrUnpaidMultifamily']",443790738,ForRent,For Rent,$1.9K,1.0,1.0,680.0,"{'homeInfo': {'zpid': 443790738, 'streetAddress': '1105-1107 E Republican St #A', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62311, 'longitude': -122.31729, 'price': 1895.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 680.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1895.0, 'timeOnZillow': 1617000000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# A', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-01 00:00:00,False,,,
2ry1tt9g78251,https://photos.zillowstatic.com/fp/86f2c5735a2bec6fcc5333e829bbe1de-p_e.jpg,True,/b/2219-minor-ave-e-seattle-wa-9VWKdF/,FOR_RENT,For Rent,"$3,200+/mo","2219 Minor Ave E, Seattle, WA",2.0,2.0,950.0,2118660737.0,"{'latitude': 47.638878, 'longitude': -122.3288}","{'type': 'TIME_ON_INFO', 'text': '35 days ago'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",,47.638878--122.3288,True,False,False,False,False,False,False,,False,3077010000,2.0,unknown,,,,,,,,,,,,,,,,,,,,
1y0v47sm029f2,https://photos.zillowstatic.com/fp/5f688f8d0455bded4d51d476cc566cfa-p_e.jpg,True,/b/311-12th-ave-e-seattle-wa-5jDyb2/,FOR_RENT,For Rent,"$2,350+/mo","311 12th Ave E, Seattle, WA",1.0,1.0,900.0,1050484540.0,"{'latitude': 47.62152, 'longitude': -122.3171}","{'type': 'TIME_ON_INFO', 'text': '9 days ago'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",,47.62152--122.3171,True,False,False,False,False,False,False,,False,798214000,2.0,unknown,['zillowRentalManager'],,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/52ca6dad611940c4131b0f2f36029b6c-p_e.jpg,True,/b/alta-casa-seattle-wa-5XkG9J/,FOR_RENT,Apartment for rent,"$1,995/mo","1645 10th Ave E APT 202, Seattle, WA 98102",,,,,"{'latitude': 47.634304, 'longitude': -122.320366}","{'type': 'TIME_ON_INFO', 'text': '9 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,825542000,,unknown,"['multiFamilySalesListing', 'paidOrUnpaidMultifamily']",2092449170,ForRent,For Rent,$2.0K,1.0,1.0,657.0,"{'homeInfo': {'zpid': 2092449170, 'streetAddress': '1645 10th Ave E APT 202', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.634304, 'longitude': -122.320366, 'price': 1995.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 657.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1836, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1995.0, 'timeOnZillow': 825542000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 202', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-19 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/f5829e612f62ae61998c8bcbb6a22479-p_e.jpg,True,/b/olive-crest-apartments-seattle-wa-BdXhC9/,FOR_RENT,Apartment for rent,"$2,100/mo","1510-1524 E Olive Way #103, Seattle, WA 98122",,,,,"{'latitude': 47.616756, 'longitude': -122.32766}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,7379852000,,unknown,"['multiFamilySalesListing', 'paidOrUnpaidMultifamily']",442289643,ForRent,For Rent,$2.1K,2.0,1.0,850.0,"{'homeInfo': {'zpid': 442289643, 'streetAddress': '1510-1524 E Olive Way #103', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.616756, 'longitude': -122.32766, 'price': 2100.0, 'datePriceChanged': 1737792000000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 850.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$50 (Jan 25)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2100.0, 'priceChange': -50, 'timeOnZillow': 7379852000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 103', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
